T U C_V $Q_{6}$ $P_{2}$
1.973897389738973884e-01 -7.064629428111276184e+02 4.406692252107066565e+02 4.096676030943011138e-01 7.735288978753859235e-01
1.974797479747974760e-01 -7.064232277979514265e+02 4.417989365965594857e+02 4.096625059242176015e-01 7.734103950301766117e-01
1.975697569756975636e-01 -7.063834109467513827e+02 4.429320681092366385e+02 4.096573982864944452e-01 7.732915826316946184e-01
1.976597659765976789e-01 -7.063434919491529627e+02 4.440686315108796407e+02 4.096522802091150939e-01 7.731724600118087265e-01
1.977497749774977387e-01 -7.063034704957249232e+02 4.452086385286812060e+02 4.096471517213662317e-01 7.730530264996230416e-01
1.978397839783978540e-01 -7.062633462759945360e+02 4.463521006676136267e+02 4.096420128538673655e-01 7.729332814214519010e-01
1.979297929792979138e-01 -7.062231189784547496e+02 4.474990293822589820e+02 4.096368636385906981e-01 7.728132241008062175e-01
1.980198019801980291e-01 -7.061827882905653269e+02 4.486494360665972181e+02 4.096317041088817779e-01 7.726928538583642814e-01
1.981098109810981167e-01 -7.061423538987764914e+02 4.498033319415210940e+02 4.096265342994899195e-01 7.725721700119738689e-01
1.981998199819982043e-01 -7.061018154885247213e+02 4.509607281518871105e+02 4.096213542465807489e-01 7.724511718766178259e-01
1.982898289828982918e-01 -7.060611727442524170e+02 4.521216357194420539e+02 4.096161639877650695e-01 7.723298587644228386e-01
1.983798379837983794e-01 -7.060204253494148361e+02 4.532860655522101183e+02 4.096109635621169032e-01 7.722082299846431130e-01
1.984698469846984670e-01 -7.059795729864902114e+02 4.544540283843762154e+02 4.096057530101948063e-01 7.720862848436546022e-01
1.985598559855985545e-01 -7.059386153369927115e+02 4.556255349364783456e+02 4.096005323740635751e-01 7.719640226449607789e-01
1.986498649864986699e-01 -7.058975520814828997e+02 4.568005957118693345e+02 4.095953016973117866e-01 7.718414426891824220e-01
1.987398739873987297e-01 -7.058563828995826270e+02 4.579792210875532419e+02 4.095900610250741147e-01 7.717185442740727153e-01
1.988298829882988450e-01 -7.058151074699817400e+02 4.591614212985160748e+02 4.095848104040479831e-01 7.715953266945153599e-01
1.989198919891989048e-01 -7.057737254704586576e+02 4.603472064412703162e+02 4.095795498825148262e-01 7.714717892425394519e-01
1.990099009900990201e-01 -7.057322365778854873e+02 4.615365864891341516e+02 4.095742795103560208e-01 7.713479312073322491e-01
1.990999099909991077e-01 -7.056906404682475795e+02 4.627295712472288187e+02 4.095689993390717043e-01 7.712237518752504961e-01
1.991899189918991953e-01 -7.056489368166546683e+02 4.639261703267897587e+02 4.095637094217973728e-01 7.710992505298416289e-01
1.992799279927992828e-01 -7.056071252973562196e+02 4.651263932310147879e+02 4.095584098133214224e-01 7.709744264518670898e-01
1.993699369936993704e-01 -7.055652055837554144e+02 4.663302492603264682e+02 4.095531005701014138e-01 7.708492789193254202e-01
1.994599459945994580e-01 -7.055231773484258611e+02 4.675377475717709785e+02 4.095477817502796714e-01 7.707238072074804602e-01
1.995499549954995455e-01 -7.054810402631256920e+02 4.687488970933833912e+02 4.095424534136972716e-01 7.705980105888939891e-01
1.996399639963996608e-01 -7.054387939988131393e+02 4.699637066668453258e+02 4.095371156219115849e-01 7.704718883334555901e-01
1.997299729972997206e-01 -7.053964382256664294e+02 4.711821848114601607e+02 4.095317684382083212e-01 7.703454397084275040e-01
1.998199819981998360e-01 -7.053539726130933332e+02 4.724043400564904118e+02 4.095264119276164627e-01 7.702186639784783795e-01
1.999099909990998958e-01 -7.053113968297590191e+02 4.736301805216088496e+02 4.095210461569216975e-01 7.700915604057315678e-01
2.000000000000000111e-01 -7.052687105435923058e+02 4.748597142883226070e+02 4.095156711946771333e-01 7.699641282498097539e-01
2.000900090009000709e-01 -7.052259134218123791e+02 4.760929491500467634e+02 4.095102871112188958e-01 7.698363667678861377e-01
2.001800180018001862e-01 -7.051830051309425471e+02 4.773298927048762721e+02 4.095048939786754549e-01 7.697082752147387241e-01
2.002700270027002738e-01 -7.051399853368294544e+02 4.785705524231933055e+02 4.094994918709796705e-01 7.695798528428067220e-01
2.003600360036003614e-01 -7.050968537046670690e+02 4.798149353988139865e+02 4.094940808638804497e-01 7.694510989022532721e-01
2.004500450045004489e-01 -7.050536098990091887e+02 4.810630486157552355e+02 4.094886610349499634e-01 7.693220126410225124e-01
2.005400540054005365e-01 -7.050102535837934283e+02 4.823148988502780412e+02 4.094832324635971355e-01 7.691925933049105213e-01
2.006300630063006518e-01 -7.049667844223612292e+02 4.835704926081638177e+02 4.094777952310741376e-01 7.690628401376353729e-01
2.007200720072007116e-01 -7.049232020774812781e+02 4.848298361172323325e+02 4.094723494204858261e-01 7.689327523809096343e-01
2.008100810081008269e-01 -7.048795062113651966e+02 4.860929354353767167e+02 4.094668951167985127e-01 7.688023292745156390e-01
2.009000900090008868e-01 -7.048356964856930063e+02 4.873597963849607027e+02 4.094614324068450162e-01 7.686715700563832021e-01
2.009900990099010021e-01 -7.047917725616355256e+02 4.886304244803622510e+02 4.094559613793351538e-01 7.685404739626767734e-01
2.010801080108010619e-01 -7.047477340998760837e+02 4.899048249926723884e+02 4.094504821248599047e-01 7.684090402278784815e-01
2.011701170117011772e-01 -7.047035807606321214e+02 4.911830029996623352e+02 4.094449947358974606e-01 7.682772680848765079e-01
2.012601260126012648e-01 -7.046593122036800878e+02 4.924649632501109409e+02 4.094394993068190547e-01 7.681451567650546819e-01
2.013501350135013523e-01 -7.046149280883785195e+02 4.937507102542693929e+02 4.094339959338934021e-01 7.680127054983931778e-01
2.014401440144014399e-01 -7.045704280736924829e+02 4.950402482504817385e+02 4.094284847152918072e-01 7.678799135135614407e-01
2.015301530153015275e-01 -7.045258118182184717e+02 4.963335812092470292e+02 4.094229657510908282e-01 7.677467800380222140e-01
2.016201620162016150e-01 -7.044810789802070303e+02 4.976307128014641421e+02 4.094174391432749971e-01 7.676133042981301280e-01
2.017101710171017026e-01 -7.044362292175882203e+02 4.989316464941737763e+02 4.094119049957411494e-01 7.674794855192426102e-01
2.018001800180018179e-01 -7.043912621880036795e+02 5.002363853384801473e+02 4.094063634142999231e-01 7.673453229258320185e-01
2.018901890189018777e-01 -7.043461775488206058e+02 5.015449321998832488e+02 4.094008145066748705e-01 7.672108157415874485e-01
2.019801980198019931e-01 -7.043009749571697284e+02 5.028572895850230680e+02 4.093952583825077318e-01 7.670759631895415209e-01
2.020702070207020529e-01 -7.042556540699629295e+02 5.041734597758419909e+02 4.093896951533539941e-01 7.669407644921785172e-01
2.021602160216021682e-01 -7.042102145439263268e+02 5.054934446881471786e+02 4.093841249326861109e-01 7.668052188715600570e-01
2.022502250225022558e-01 -7.041646560356246027e+02 5.068172459742653473e+02 4.093785478358918373e-01 7.666693255494434478e-01
2.023402340234023433e-01 -7.041189782014889715e+02 5.081448649275276921e+02 4.093729639802715092e-01 7.665330837474122472e-01
2.024302430243024309e-01 -7.040731806978450322e+02 5.094763025861335564e+02 4.093673734850374335e-01 7.663964926869966110e-01
2.025202520252025185e-01 -7.040272631809414179e+02 5.108115596448687938e+02 4.093617764713122775e-01 7.662595515898094067e-01
2.026102610261026060e-01 -7.039812253069775352e+02 5.121506364835685190e+02 4.093561730621229633e-01 7.661222596776705585e-01
2.027002700270026936e-01 -7.039350667321327819e+02 5.134935331826785614e+02 4.093505633823997236e-01 7.659846161727484892e-01
2.027902790279028089e-01 -7.038887871125951960e+02 5.148402494962747369e+02 4.093449475589705511e-01 7.658466202976927928e-01
2.028802880288028687e-01 -7.038423861045930607e+02 5.161907847757310037e+02 4.093393257205570346e-01 7.657082712757712351e-01
2.029702970297029840e-01 -7.037958633644192332e+02 5.175451381438800809e+02 4.093336979977684198e-01 7.655695683310104194e-01
2.030603060306030438e-01 -7.037492185484660467e+02 5.189033083534530988e+02 4.093280645230956694e-01 7.654305106883371179e-01
2.031503150315031592e-01 -7.037024513132521406e+02 5.202652938183388187e+02 4.093224254309044685e-01 7.652910975737213795e-01
2.032403240324032467e-01 -7.036555613154548610e+02 5.216310926038178195e+02 4.093167808574299515e-01 7.651513282143220795e-01
2.033303330333033343e-01 -7.036085482119362950e+02 5.230007025154001212e+02 4.093111309407649889e-01 7.650112018386305834e-01
2.034203420342034219e-01 -7.035614116597829479e+02 5.243741208678832209e+02 4.093054758208569122e-01 7.648707176766220694e-01
2.035103510351035094e-01 -7.035141513163238187e+02 5.257513447840741492e+02 4.092998156394935805e-01 7.647298749599004131e-01
2.036003600360035970e-01 -7.034667668391714415e+02 5.271323709527259780e+02 4.092941505402963309e-01 7.645886729218476230e-01
2.036903690369036846e-01 -7.034192578862471237e+02 5.285171957763710680e+02 4.092884806687093757e-01 7.644471107977804936e-01
2.037803780378037999e-01 -7.033716241158166440e+02 5.299058152702750704e+02 4.092828061719901989e-01 7.643051878250957110e-01
2.038703870387038597e-01 -7.033238651865166275e+02 5.312982251229800568e+02 4.092771271991950122e-01 7.641629032434257285e-01
2.039603960396039750e-01 -7.032759807573878561e+02 5.326944206627789526e+02 4.092714439011680416e-01 7.640202562947889797e-01
2.040504050405040348e-01 -7.032279704879093742e+02 5.340943968537314959e+02 4.092657564305315909e-01 7.638772462237471972e-01
2.041404140414041501e-01 -7.031798340380228183e+02 5.354981483657271610e+02 4.092600649416665015e-01 7.637338722775554034e-01
2.042304230423042377e-01 -7.031315710681698192e+02 5.369056695283550198e+02 4.092543695907053802e-01 7.635901337063190075e-01
2.043204320432043253e-01 -7.030831812393237215e+02 5.383169541943852892e+02 4.092486705355118937e-01 7.634460297631454617e-01
2.044104410441044128e-01 -7.030346642130155033e+02 5.397319960121481017e+02 4.092429679356685557e-01 7.633015597043003586e-01
2.045004500450045004e-01 -7.029860196513683377e+02 5.411507882608269711e+02 4.092372619524606292e-01 7.631567227893601979e-01
2.045904590459045880e-01 -7.029372472171309028e+02 5.425733237909189484e+02 4.092315527488582516e-01 7.630115182813693719e-01
2.046804680468046755e-01 -7.028883465737045526e+02 5.439995951664753875e+02 4.092258404894993928e-01 7.628659454469837176e-01
2.047704770477047909e-01 -7.028393173851748088e+02 5.454295946261308927e+02 4.092201253406744788e-01 7.627200035566336078e-01
2.048604860486048507e-01 -7.027901593163448979e+02 5.468633140554364900e+02 4.092144074703021883e-01 7.625736918846709456e-01
2.049504950495049660e-01 -7.027408720327647416e+02 5.483007449565650404e+02 4.092086870479164640e-01 7.624270097095208198e-01
2.050405040504050258e-01 -7.026914552007607426e+02 5.497418785427918237e+02 4.092029642446421978e-01 7.622799563138290546e-01
2.051305130513051411e-01 -7.026419084874670489e+02 5.511867056803093874e+02 4.091972392331762465e-01 7.621325309846141982e-01
2.052205220522052009e-01 -7.025922315608559074e+02 5.526352168690538065e+02 4.091915121877654493e-01 7.619847330134110752e-01
2.053105310531053163e-01 -7.025424240897664276e+02 5.540874023161494506e+02 4.091857832841842013e-01 7.618365616964195564e-01
2.054005400540054038e-01 -7.024924857439334573e+02 5.555432519303319623e+02 4.091800526997132481e-01 7.616880163346440025e-01
2.054905490549054914e-01 -7.024424161940190743e+02 5.570027552295550777e+02 4.091743206131135402e-01 7.615390962340392589e-01
2.055805580558055790e-01 -7.023922151116381656e+02 5.584659014942391195e+02 4.091685872046042505e-01 7.613898007056471018e-01
2.056705670567056665e-01 -7.023418821693911696e+02 5.599326796046001391e+02 4.091628526558371837e-01 7.612401290657384578e-01
2.057605760576057818e-01 -7.022914170408870405e+02 5.614030782046733066e+02 4.091571171498687431e-01 7.610900806359419679e-01
2.058505850585058417e-01 -7.022408194007766724e+02 5.628770855371770949e+02 4.091513808711385591e-01 7.609396547433833202e-01
2.059405940594059570e-01 -7.021900889247717714e+02 5.643546897211708711e+02 4.091456440054360155e-01 7.607888507208091511e-01
2.060306030603060168e-01 -7.021392252896806667e+02 5.658358783837760484e+02 4.091399067398769906e-01 7.606376679067194946e-01
2.061206120612061321e-01 -7.020882281734285471e+02 5.673206390048796948e+02 4.091341692628732152e-01 7.604861056454895740e-01
2.062106210621061919e-01 -7.020370972550831539e+02 5.688089587330309769e+02 4.091284317641009083e-01 7.603341632874882627e-01
2.063006300630063072e-01 -7.019858322148807019e+02 5.703008244430060358e+02 4.091226944344748540e-01 7.601818401891947685e-01
2.063906390639063948e-01 -7.019344327342533916e+02 5.717962227534502517e+02 4.091169574661130404e-01 7.600291357133224235e-01
2.064806480648064824e-01 -7.018828984958485080e+02 5.732951399775275831e+02 4.091112210523074610e-01 7.598760492289171609e-01
2.065706570657065699e-01 -7.018312291835494534e+02 5.747975623016343434e+02 4.091054853874893094e-01 7.597225801114663168e-01
2.066606660666066575e-01 -7.017794244825066698e+02 5.763034755161492058e+02 4.090997506671978368e-01 7.595687277430053230e-01
2.067506750675067451e-01 -7.017274840791492352e+02 5.778128652895508139e+02 4.090940170880428828e-01 7.594144915122098549e-01
2.068406840684068326e-01 -7.016754076612111248e+02 5.793257170329504788e+02 4.090882848476722344e-01 7.592598708144931985e-01
2.069306930693069480e-01 -7.016231949177503111e+02 5.808420159270922341e+02 4.090825541447355440e-01 7.591048650520917374e-01
2.070207020702070078e-01 -7.015708455391672942e+02 5.823617469492153305e+02 4.090768251788461374e-01 7.589494736341535486e-01
2.071107110711071231e-01 -7.015183592172197677e+02 5.838848949079177828e+02 4.090710981505429333e-01 7.587936959768096790e-01
2.072007200720071829e-01 -7.014657356450466068e+02 5.854114444073405821e+02 4.090653732612549720e-01 7.586375315032565236e-01
2.072907290729072982e-01 -7.014129745171771901e+02 5.869413798819757631e+02 4.090596507132597814e-01 7.584809796438192198e-01
2.073807380738073858e-01 -7.013600755295523186e+02 5.884746855703945130e+02 4.090539307096422439e-01 7.583240398360168166e-01
2.074707470747074733e-01 -7.013070383795300131e+02 5.900113456527334392e+02 4.090482134542552939e-01 7.581667115246152333e-01
2.075607560756075609e-01 -7.012538627659088206e+02 5.915513440699596686e+02 4.090424991516787845e-01 7.580089941616880989e-01
2.076507650765076485e-01 -7.012005483889290645e+02 5.930946647531061444e+02 4.090367880071730800e-01 7.578508872066492819e-01
2.077407740774077360e-01 -7.011470949502945587e+02 5.946412913684578143e+02 4.090310802266406420e-01 7.576923901263079575e-01
2.078307830783078236e-01 -7.010935021531710163e+02 5.961912076192730865e+02 4.090253760165752928e-01 7.575335023948871482e-01
2.079207920792079389e-01 -7.010397697022015109e+02 5.977443970719945128e+02 4.090196755840241893e-01 7.573742234940594731e-01
2.080108010801079987e-01 -7.009858973035111376e+02 5.993008432268568413e+02 4.090139791365338118e-01 7.572145529129639119e-01
2.081008100810081141e-01 -7.009318846647120154e+02 6.008605295249534493e+02 4.090082868821092732e-01 7.570544901482211264e-01
2.081908190819081739e-01 -7.008777314949084030e+02 6.024234393834725552e+02 4.090025990291620839e-01 7.568940347039331273e-01
2.082808280828082892e-01 -7.008234375046987452e+02 6.039895561824420156e+02 4.089969157864641325e-01 7.567331860916938213e-01
2.083708370837083768e-01 -7.007690024061781742e+02 6.055588632998102412e+02 4.089912373630961162e-01 7.565719438305692490e-01
2.084608460846084643e-01 -7.007144259129365764e+02 6.071313441021386552e+02 4.089855639683973587e-01 7.564103074470874821e-01
2.085508550855085519e-01 -7.006597077400585931e+02 6.087069820504411837e+02 4.089798958119146843e-01 7.562482764752169739e-01
2.086408640864086395e-01 -7.006048476041213462e+02 6.102857605540873465e+02 4.089742331033499601e-01 7.560858504563309213e-01
2.087308730873087270e-01 -7.005498452231852298e+02 6.118676631688153975e+02 4.089685760525063052e-01 7.559230289391719593e-01
2.088208820882088146e-01 -7.004947003167936828e+02 6.134526734760268027e+02 4.089629248692345231e-01 7.557598114798020905e-01
2.089108910891089299e-01 -7.004394126059617065e+02 6.150407751240808238e+02 4.089572797633796442e-01 7.555961976415505044e-01
2.090009000900089897e-01 -7.003839818131644961e+02 6.166319520146255400e+02 4.089516409447217504e-01 7.554321869949468526e-01
2.090909090909091050e-01 -7.003284076623292549e+02 6.182261880459363965e+02 4.089460086229206870e-01 7.552677791176521938e-01
2.091809180918091648e-01 -7.002726898788231438e+02 6.198234673497795484e+02 4.089403830074622714e-01 7.551029735943785015e-01
2.092709270927092802e-01 -7.002168281894325901e+02 6.214237741867932527e+02 4.089347643075930683e-01 7.549377700167924088e-01
2.093609360936093677e-01 -7.001608223223504410e+02 6.230270930894160983e+02 4.089291527322673203e-01 7.547721679834255015e-01
2.094509450945094553e-01 -7.001046720071601612e+02 6.246334086697120256e+02 4.089235484900832773e-01 7.546061670995624082e-01
2.095409540954095429e-01 -7.000483769748070699e+02 6.262427059412294739e+02 4.089179517892249094e-01 7.544397669771258919e-01
2.096309630963096304e-01 -6.999919369575827659e+02 6.278549700749406384e+02 4.089123628373989017e-01 7.542729672345456216e-01
2.097209720972097180e-01 -6.999353516890978426e+02 6.294701865389038176e+02 4.089067818417710942e-01 7.541057674966327173e-01
2.098109810981098056e-01 -6.998786209042524433e+02 6.310883412305940965e+02 4.089012090089072515e-01 7.539381673944240969e-01
2.099009900990099209e-01 -6.998217443392178438e+02 6.327094201302961665e+02 4.088956445447049504e-01 7.537701665650362592e-01
2.099909990999099807e-01 -6.997647217313907504e+02 6.343334097997673098e+02 4.088900886543310742e-01 7.536017646514937551e-01
2.100810081008100960e-01 -6.997075528193743139e+02 6.359602970606271128e+02 4.088845415421579199e-01 7.534329613025636529e-01
2.101710171017101558e-01 -6.996502373429318595e+02 6.375900692318092524e+02 4.088790034116920880e-01 7.532637561725623598e-01
2.102610261026102711e-01 -6.995927750429591470e+02 6.392227139339355517e+02 4.088734744655141418e-01 7.530941489211636641e-01
2.103510351035103587e-01 -6.995351656614406011e+02 6.408582192709280889e+02 4.088679549052058881e-01 7.529241392131994504e-01
2.104410441044104463e-01 -6.994774089414048603e+02 6.424965738923900744e+02 4.088624449312852627e-01 7.527537267184382097e-01
2.105310531053105338e-01 -6.994195046268855549e+02 6.441377669085840125e+02 4.088569447431361081e-01 7.525829111113615522e-01
2.106210621062106214e-01 -6.993614524628736717e+02 6.457817879370525134e+02 4.088514545389406174e-01 7.524116920709306156e-01
2.107110711071107090e-01 -6.993032521952692377e+02 6.474286271489991123e+02 4.088459745156060587e-01 7.522400692803361544e-01
2.108010801080107965e-01 -6.992449035708284555e+02 6.490782753206681264e+02 4.088405048686975518e-01 7.520680424267432995e-01
2.108910891089109119e-01 -6.991864063371137945e+02 6.507307238373424525e+02 4.088350457923661252e-01 7.518956112010264370e-01
2.109810981098109717e-01 -6.991277602424362385e+02 6.523859646554734582e+02 4.088295974792754972e-01 7.517227752974856569e-01
2.110711071107110870e-01 -6.990689650357953724e+02 6.540439904701255500e+02 4.088241601205317433e-01 7.515495344135543210e-01
2.111611161116111468e-01 -6.990100204668267452e+02 6.557047945747902986e+02 4.088187339056109648e-01 7.513758882495161773e-01
2.112511251125112621e-01 -6.989509262857254726e+02 6.573683710858116456e+02 4.088133190222831836e-01 7.512018365081641891e-01
2.113411341134113219e-01 -6.988916822431946230e+02 6.590347147512482024e+02 4.088079156565434524e-01 7.510273788945056594e-01
2.114311431143114373e-01 -6.988322880903680243e+02 6.607038211825798726e+02 4.088025239925339172e-01 7.508525151154147315e-01
2.115211521152115248e-01 -6.987727435787439845e+02 6.623756866988405818e+02 4.087971442124715415e-01 7.506772448792851105e-01
2.116111611161116124e-01 -6.987130484601111675e+02 6.640503085264049332e+02 4.087917764965752765e-01 7.505015678956844516e-01
2.117011701170117000e-01 -6.986532024864727646e+02 6.657276846769564145e+02 4.087864210229875672e-01 7.503254838749761069e-01
2.117911791179117875e-01 -6.985932054099674815e+02 6.674078141063698695e+02 4.087810779677014117e-01 7.501489925279438697e-01
2.118811881188118751e-01 -6.985330569827902991e+02 6.690906966588452178e+02 4.087757475044846434e-01 7.499720935654046183e-01
2.119711971197119627e-01 -6.984727569571106187e+02 6.707763330709133243e+02 4.087704298048071005e-01 7.497947866978024178e-01
2.120612061206120780e-01 -6.984123050849798346e+02 6.724647251462720305e+02 4.087651250377588030e-01 7.496170716347956287e-01
2.121512151215121378e-01 -6.983517011182500482e+02 6.741558756077047292e+02 4.087598333699808961e-01 7.494389480848345775e-01
2.122412241224122531e-01 -6.982909448084786845e+02 6.758497882340222986e+02 4.087545549655856592e-01 7.492604157547203547e-01
2.123312331233123129e-01 -6.982300359068347007e+02 6.775464678981857105e+02 4.087492899860823981e-01 7.490814743491633898e-01
2.124212421242124282e-01 -6.981689741640049078e+02 6.792459205020245463e+02 4.087440385903017837e-01 7.489021235703210433e-01
2.125112511251125158e-01 -6.981077593300924491e+02 6.809481530324446794e+02 4.087388009343191908e-01 7.487223631173249849e-01
2.126012601260126034e-01 -6.980463911545115252e+02 6.826531737834633304e+02 4.087335771713790367e-01 7.485421926858012442e-01
2.126912691269126909e-01 -6.979848693858904198e+02 6.843609920714394548e+02 4.087283674518205623e-01 7.483616119673764944e-01
2.127812781278127785e-01 -6.979231937719594043e+02 6.860716184441332643e+02 4.087231719230002280e-01 7.481806206491712352e-01
2.128712871287128661e-01 -6.978613640594385288e+02 6.877850647628154093e+02 4.087179907292194936e-01 7.479992184132797650e-01
2.129612961296129536e-01 -6.977993799939346218e+02 6.895013440696175167e+02 4.087128240116474909e-01 7.478174049362552589e-01
2.130513051305130690e-01 -6.977372413198129379e+02 6.912204707363856642e+02 4.087076719082471388e-01 7.476351798885514377e-01
2.131413141314131288e-01 -6.976749477800907471e+02 6.929424604590207082e+02 4.087025345537021459e-01 7.474525429339833327e-01
2.132313231323132441e-01 -6.976124991163101186e+02 6.946673302684795317e+02 4.086974120793404608e-01 7.472694937291635142e-01
2.133213321332133039e-01 -6.975498950684153669e+02 6.963950986299780652e+02 4.086923046130632731e-01 7.470860319229222224e-01
2.134113411341134192e-01 -6.974871353746307250e+02 6.981257853819239472e+02 4.086872122792719053e-01 7.469021571557300510e-01
2.135013501350135068e-01 -6.974242197713310816e+02 6.998594117517742461e+02 4.086821351987945938e-01 7.467178690590976498e-01
2.135913591359135943e-01 -6.973611479929051029e+02 7.015960005606317509e+02 4.086770734888151013e-01 7.465331672549642139e-01
2.136813681368136819e-01 -6.972979197716314275e+02 7.033355760175890055e+02 4.086720272628017181e-01 7.463480513550895257e-01
2.137713771377137695e-01 -6.972345348375315552e+02 7.050781639507193859e+02 4.086669966304364854e-01 7.461625209604110243e-01
2.138613861386138570e-01 -6.971709929182410406e+02 7.068237916678210695e+02 4.086619816975442521e-01 7.459765756604123110e-01
2.139513951395139446e-01 -6.971072937388632909e+02 7.085724880709044555e+02 4.086569825660281707e-01 7.457902150324680068e-01
2.140414041404140599e-01 -6.970434370218239337e+02 7.103242837192711931e+02 4.086519993337958678e-01 7.456034386411837245e-01
2.141314131413141197e-01 -6.969794224867298453e+02 7.120792107627836458e+02 4.086470320946961055e-01 7.454162460377192767e-01
2.142214221422142351e-01 -6.969152498502139679e+02 7.138373030733282576e+02 4.086420809384507247e-01 7.452286367591068883e-01
2.143114311431142949e-01 -6.968509188257875167e+02 7.155985961829790085e+02 4.086371459505895309e-01 7.450406103275564185e-01
2.144014401440144102e-01 -6.967864291236888903e+02 7.173631273148948821e+02 4.086322272123865673e-01 7.448521662497520346e-01
2.144914491449144978e-01 -6.967217804507221217e+02 7.191309355253963531e+02 4.086273248007964431e-01 7.446633040161374506e-01
2.145814581458145853e-01 -6.966569725100994219e+02 7.209020615773148393e+02 4.086224387883917175e-01 7.444740231001840680e-01
2.146714671467146729e-01 -6.965920050012859974e+02 7.226765480059621041e+02 4.086175692433031692e-01 7.442843229576692199e-01
2.147614761476147605e-01 -6.965268776198272462e+02 7.244544392743600838e+02 4.086127162291588455e-01 7.440942030259162232e-01
2.148514851485148480e-01 -6.964615900571894826e+02 7.262357816603577021e+02 4.086078798050246097e-01 7.439036627230486420e-01
2.149414941494149356e-01 -6.963961420005963419e+02 7.280206232123393875e+02 4.086030600253503509e-01 7.437127014472281195e-01
2.150315031503150509e-01 -6.963305331328443799e+02 7.298090140337069442e+02 4.085982569399103648e-01 7.435213185758665633e-01
2.151215121512151107e-01 -6.962647631321453900e+02 7.316010060992815625e+02 4.085934705937507294e-01 7.433295134648613134e-01
2.152115211521152260e-01 -6.961988316719488239e+02 7.333966532611259481e+02 4.085887010271376796e-01 7.431372854477921175e-01
2.153015301530152859e-01 -6.961327384207573914e+02 7.351960114703108502e+02 4.085839482755024288e-01 7.429446338351203272e-01
2.153915391539154012e-01 -6.960664830419573263e+02 7.369991385584291947e+02 4.085792123693928191e-01 7.427515579133805446e-01
2.154815481548154887e-01 -6.960000651936366012e+02 7.388060943837424475e+02 4.085744933344279128e-01 7.425580569443631651e-01
2.155715571557155763e-01 -6.959334845283951836e+02 7.406169409690652401e+02 4.085697911912449798e-01 7.423641301642857071e-01
2.156615661566156639e-01 -6.958667406931728010e+02 7.424317422372189412e+02 4.085651059554610276e-01 7.421697767829626979e-01
2.157515751575157514e-01 -6.957998333290491928e+02 7.442505643030009423e+02 4.085604376376238411e-01 7.419749959829504693e-01
2.158415841584158390e-01 -6.957327620710705105e+02 7.460734752951520932e+02 4.085557862431734577e-01 7.417797869187183757e-01
2.159315931593159266e-01 -6.956655265480425214e+02 7.479005455662008899e+02 4.085511517724019770e-01 7.415841487157616152e-01
2.160216021602160419e-01 -6.955981263823562131e+02 7.497318474472145908e+02 4.085465342204123718e-01 7.413880804697601246e-01
2.161116111611161017e-01 -6.955305611897794051e+02 7.515674556493510181e+02 4.085419335770887894e-01 7.411915812456985053e-01
2.162016201620162170e-01 -6.954628305792731453e+02 7.534074468377812082e+02 4.085373498270542525e-01 7.409946500769803990e-01
2.162916291629162768e-01 -6.953949341527865045e+02 7.552519000463410066e+02 4.085327829496431806e-01 7.407972859645530761e-01
2.163816381638163922e-01 -6.953268715050653554e+02 7.571008964050975010e+02 4.085282329188701933e-01 7.405994878760084887e-01
2.164716471647164520e-01 -6.952586422234497832e+02 7.589545192878771331e+02 4.085236997034012996e-01 7.404012547446888748e-01
2.165616561656165673e-01 -6.951902458876685387e+02 7.608128543870554950e+02 4.085191832665249212e-01 7.402025854687781514e-01
2.166516651665166548e-01 -6.951216820696466812e+02 7.626759895250675072e+02 4.085146835661335185e-01 7.400034789104021904e-01
2.167416741674167424e-01 -6.950529503332923014e+02 7.645440149376856880e+02 4.085102005546951687e-01 7.398039338947067778e-01
2.168316831683168300e-01 -6.949840502342983655e+02 7.664170229950486828e+02 4.085057341792366903e-01 7.396039492089415690e-01
2.169216921692169175e-01 -6.949149813199308028e+02 7.682951085005109917e+02 4.085012843813228267e-01 7.394035236015373824e-01
2.170117011701170329e-01 -6.948457431288260295e+02 7.701783684725903640e+02 4.084968510970442557e-01 7.392026557811742782e-01
2.171017101710170927e-01 -6.947763351907804008e+02 7.720669022885947470e+02 4.084924342569997702e-01 7.390013444158575195e-01
2.171917191719172080e-01 -6.947067570265423910e+02 7.739608116276250485e+02 4.084880337862891730e-01 7.387995881319791014e-01
2.172817281728172678e-01 -6.946370081475994311e+02 7.758602005519392151e+02 4.084836496044988441e-01 7.385973855133778354e-01
2.173717371737173831e-01 -6.945670880559681564e+02 7.777651754757919207e+02 4.084792816256974102e-01 7.383947351003994353e-01
2.174617461746174429e-01 -6.944969962439878373e+02 7.796758450728796106e+02 4.084749297584320260e-01 7.381916353889579341e-01
2.175517551755175583e-01 -6.944267321940968714e+02 7.815923205408849981e+02 4.084705939057247659e-01 7.379880848295830020e-01
2.176417641764176458e-01 -6.943562953786289427e+02 7.835147153215561957e+02 4.084662739650704033e-01 7.377840818264752576e-01
2.177317731773177334e-01 -6.942856852595954251e+02 7.854431452764509913e+02 4.084619698284410183e-01 7.375796247365615788e-01
2.178217821782178210e-01 -6.942149012884697186e+02 7.873777286986355648e+02 4.084576813822906050e-01 7.373747118685388680e-01
2.179117911791179085e-01 -6.941439429059764734e+02 7.893185861821202707e+02 4.084534085075589571e-01 7.371693414819318058e-01
