T U C_V $Q_{6}$ $P_{2}$ $n_{Q_{6}}$
2.283528352835283437e-01 -6.301110803106522553e+02 5.566356384357472052e+03 3.368268707928943062e-01 4.233741950356798567e-01 8.158590014026131237e-03
2.284428442844284313e-01 -6.296141233985497365e+02 5.476018452389114827e+03 3.368191598199477554e-01 4.212668443426763609e-01 8.061730847133593766e-03
2.285328532853285466e-01 -6.291252960405935255e+02 5.385758966356401288e+03 3.368114879591105337e-01 4.192118726903245052e-01 7.967522037953492231e-03
2.286228622862286342e-01 -6.286445802849025313e+02 5.295817086086899508e+03 3.368038633554389372e-01 4.172089373554766500e-01 7.875937017079569918e-03
2.287128712871287217e-01 -6.281719374246630423e+02 5.206414777818667972e+03 3.367962935566929938e-01 4.152575850772939892e-01 7.786944325872894278e-03
2.288028802880288093e-01 -6.277073095559270541e+02 5.117756618727123168e+03 3.367887855087890459e-01 4.133572615554768070e-01 7.700508091060016304e-03
2.288928892889288969e-01 -6.272506211446672069e+02 5.030029783903027237e+03 3.367813455557822633e-01 4.115073208810126060e-01 7.616588491600806594e-03
2.289828982898289844e-01 -6.268017805875293789e+02 4.943404196538456745e+03 3.367739794440030021e-01 4.097070348166638176e-01 7.535142214118143236e-03
2.290729072907290720e-01 -6.263606817523796053e+02 4.858032823218622070e+03 3.367666923299528214e-01 4.079556018548260443e-01 7.456122893706772572e-03
2.291629162916291595e-01 -6.259272054864691199e+02 4.774052095034006015e+03 3.367594887915748014e-01 4.062521559907835145e-01 7.379481537453358962e-03
2.292529252925292471e-01 -6.255012210817332061e+02 4.691582436057105951e+03 3.367523728425035334e-01 4.045957751594379537e-01 7.305166928492302231e-03
2.293429342934293347e-01 -6.250825876883758383e+02 4.610728880987817320e+03 3.367453479489049828e-01 4.029854892932417942e-01 7.233126008890990687e-03
2.294329432943294222e-01 -6.246711556694780256e+02 4.531581765174071734e+03 3.367384170485406836e-01 4.014202879682156055e-01 7.163304240094028538e-03
2.295229522952295098e-01 -6.242667678908445623e+02 4.454217471020591802e+03 3.367315825716948319e-01 3.998991276133374573e-01 7.095645940055718415e-03
2.296129612961296251e-01 -6.238692609417071253e+02 4.378699215636826011e+03 3.367248464636187211e-01 3.984209382664101184e-01 7.030094596554543364e-03
2.297029702970297127e-01 -6.234784662831524429e+02 4.305077866884799732e+03 3.367182102081846540e-01 3.969846298664860273e-01 6.966593156506522243e-03
2.297929792979298003e-01 -6.230942113223177330e+02 4.233392775058898224e+03 3.367116748524466296e-01 3.955890980791929579e-01 6.905084291379355241e-03
2.298829882988298878e-01 -6.227163204114098107e+02 4.163672609841105441e+03 3.367052410318358002e-01 3.942332296568076266e-01 6.845510639056015534e-03
2.299729972997299754e-01 -6.223446157715068239e+02 4.095936193197434932e+03 3.366989089957470038e-01 3.929159073396261137e-01 6.787815022705769551e-03
2.300630063006300630e-01 -6.219789183419137544e+02 4.030193319555524795e+03 3.366926786332847255e-01 3.916360143092350588e-01 6.731940647393957512e-03
2.301530153015301505e-01 -6.216190485564761730e+02 3.966445557341022777e+03 3.366865494989789709e-01 3.903924382076285893e-01 6.677831275304601556e-03
2.302430243024302381e-01 -6.212648270488609796e+02 3.904687025250754232e+03 3.366805208382868120e-01 3.891840747388052857e-01 6.625431380559117407e-03
2.303330333033303257e-01 -6.209160752892344135e+02 3.844905139371363020e+03 3.366745916127246163e-01 3.880098308716320998e-01 6.574686284698454640e-03
2.304230423042304132e-01 -6.205726161551662017e+02 3.787081327230597708e+03 3.366687605245023973e-01 3.868686276643694133e-01 6.525542273955300780e-03
2.305130513051305008e-01 -6.202342744398536070e+02 3.731191706053164125e+03 3.366630260405417130e-01 3.857594027323592578e-01 6.477946699477814263e-03
2.306030603060306161e-01 -6.199008773009683182e+02 3.677207723560110935e+03 3.366573864157864637e-01 3.846811123811187949e-01 6.431848061685846961e-03
2.306930693069307037e-01 -6.195722546535699848e+02 3.625096759914029917e+03 3.366518397157206577e-01 3.836327334274143852e-01 6.387196079940191118e-03
2.307830783078307912e-01 -6.192482395106025024e+02 3.574822690419172886e+03 3.366463838380402418e-01 3.826132647309259949e-01 6.343941748693343943e-03
2.308730873087308788e-01 -6.189286682745326971e+02 3.526346408601505118e+03 3.366410165334190463e-01 3.816217284588903080e-01 6.302037381264675130e-03
2.309630963096309664e-01 -6.186133809836409228e+02 3.479626310585011652e+03 3.366357354253414202e-01 3.806571711056480067e-01 6.261436642350521296e-03
2.310531053105310539e-01 -6.183022215164545514e+02 3.434618741140983275e+03 3.366305380289699722e-01 3.797186642883868535e-01 6.222094570335992038e-03
2.311431143114311415e-01 -6.179950377577220024e+02 3.391278402510561136e+03 3.366254217690379802e-01 3.788053053396100989e-01 6.183967590429793014e-03
2.312331233123312291e-01 -6.176916817291872803e+02 3.349558727615742555e+03 3.366203839967576439e-01 3.779162177159183233e-01 6.147013519589733868e-03
2.313231323132313166e-01 -6.173920096883372253e+02 3.309412218970630420e+03 3.366154220057407387e-01 3.770505512417903216e-01 6.111191564153617244e-03
2.314131413141314042e-01 -6.170958821981431583e+02 3.270790754724004728e+03 3.366105330469523205e-01 3.762074822059718326e-01 6.076462311033174399e-03
2.315031503150314918e-01 -6.168031641706264736e+02 3.233645864144108600e+03 3.366057143426942067e-01 3.753862133269990076e-01 6.042787713270571931e-03
2.315931593159315793e-01 -6.165137248869780251e+02 3.197928973795192178e+03 3.366009630996441571e-01 3.745859736033739784e-01 6.010131070702123997e-03
2.316831683168316947e-01 -6.162274379967468576e+02 3.163591626494771390e+03 3.365962765209815633e-01 3.738060180627367779e-01 5.978457006414326057e-03
2.317731773177317822e-01 -6.159441814984800203e+02 3.130585674940366061e+03 3.365916518176003680e-01 3.730456274233848735e-01 5.947731439625730289e-03
2.318631863186318698e-01 -6.156638377040101204e+02 3.098863451659945440e+03 3.365870862184635048e-01 3.723041076803985661e-01 5.917921555572324722e-03
2.319531953195319574e-01 -6.153862931884464160e+02 3.068377917110931321e+03 3.365825769801080725e-01 3.715807896276414057e-01 5.888995772923810192e-03
2.320432043204320449e-01 -6.151114387277445985e+02 3.039082787757695314e+03 3.365781213953449869e-01 3.708750283259226732e-01 5.860923709209712312e-03
2.321332133213321325e-01 -6.148391692255972885e+02 3.010932645638465146e+03 3.365737168011729841e-01 3.701862025266697831e-01 5.833676144687511417e-03
2.322232223222322200e-01 -6.145693836312350413e+02 2.983883030994588808e+03 3.365693605859551574e-01 3.695137140595946557e-01 5.807224985041341617e-03
2.323132313231323076e-01 -6.143019848495799806e+02 2.957890519761722771e+03 3.365650501958738494e-01 3.688569871919956111e-01 5.781543223259697287e-03
2.324032403240323952e-01 -6.140368796450790114e+02 2.932912786891356973e+03 3.365607831407088635e-01 3.682154679665370911e-01 5.756604901001292907e-03
2.324932493249324827e-01 -6.137739785404030499e+02 2.908908657189965197e+03 3.365565569989681927e-01 3.675886235236469068e-01 5.732385069723695131e-03
2.325832583258325703e-01 -6.135131957110926351e+02 2.885838144793201081e+03 3.365523694224033524e-01 3.669759414139780462e-01 5.708859751816707136e-03
2.326732673267326856e-01 -6.132544488771064835e+02 2.863662482611534870e+03 3.365482181399382933e-01 3.663769289057343670e-01 5.686005901951205616e-03
2.327632763276327732e-01 -6.129976591921629279e+02 2.842344142391196328e+03 3.365441009610539158e-01 3.657911122911195467e-01 5.663801368827933030e-03
2.328532853285328608e-01 -6.127427511316064965e+02 2.821846847142563547e+03 3.365400157786439528e-01 3.652180361955834620e-01 5.642224857484060691e-03
2.329432943294329483e-01 -6.124896523795310941e+02 2.802135575874169263e+03 3.365359605713872937e-01 3.646572628930930815e-01 5.621255892293434801e-03
2.330333033303330359e-01 -6.122382937157128708e+02 2.783176562693266533e+03 3.365319334056524059e-01 3.641083716301888318e-01 5.600874780774393533e-03
2.331233123312331235e-01 -6.119886089029266714e+02 2.764937289792476804e+03 3.365279324369736536e-01 3.635709579611756115e-01 5.581062578301376753e-03
2.332133213321332110e-01 -6.117405345750815968e+02 2.747386476053989099e+03 3.365239559111188328e-01 3.630446330964518520e-01 5.561801053797819396e-03
2.333033303330332986e-01 -6.114940101265905241e+02 2.730494061338874872e+03 3.365200021647806738e-01 3.625290232656203093e-01 5.543072656474454241e-03
2.333933393339333862e-01 -6.112489776033045246e+02 2.714231187269208931e+03 3.365160696259100748e-01 3.620237690967466060e-01 5.524860483661739492e-03
2.334833483348334737e-01 -6.110053815953300500e+02 2.698570174976876842e+03 3.365121568137230401e-01 3.615285250128600358e-01 5.507148249773355549e-03
2.335733573357335613e-01 -6.107631691319587617e+02 2.683484500348744859e+03 3.365082623384065830e-01 3.610429586465342955e-01 5.489920256428061640e-03
2.336633663366336766e-01 -6.105222895789231643e+02 2.668948767110189237e+03 3.365043849005337484e-01 3.605667502732012863e-01 5.473161363745400812e-03
2.337533753375337642e-01 -6.102826945381576706e+02 2.654938678301016807e+03 3.365005232902247845e-01 3.600995922636408553e-01 5.456856962824082127e-03
2.338433843384338517e-01 -6.100443377501812847e+02 2.641431006308013366e+03 3.364966763860630650e-01 3.596411885559240851e-01 5.440992949404015872e-03
2.339333933393339393e-01 -6.098071749992512878e+02 2.628403561800322223e+03 3.364928431538028453e-01 3.591912541469660103e-01 5.425555698705541649e-03
2.340234023402340269e-01 -6.095711640213141891e+02 2.615835162074316486e+03 3.364890226448619681e-01 3.587495146036755456e-01 5.410532041435322202e-03
2.341134113411341144e-01 -6.093362644148743357e+02 2.603705598551161074e+03 3.364852139946474807e-01 3.583157055936245783e-01 5.395909240942907067e-03
2.342034203420342020e-01 -6.091024375547591490e+02 2.591995604290317260e+03 3.364814164207058367e-01 3.578895724350174556e-01 5.381674971506452895e-03
2.342934293429342896e-01 -6.088696465088542027e+02 2.580686821126760606e+03 3.364776292207372621e-01 3.574708696657117324e-01 5.367817297726015270e-03
2.343834383438343771e-01 -6.086378559577719898e+02 2.569761766919420097e+03 3.364738517704690679e-01 3.570593606309179213e-01 5.354324654995619090e-03
2.344734473447344647e-01 -6.084070321174721130e+02 2.559203802999385061e+03 3.364700835214257668e-01 3.566548170891945535e-01 5.341185831026875816e-03
2.345634563456345523e-01 -6.081771426647989074e+02 2.548997101839213883e+03 3.364663239985856702e-01 3.562570188362794710e-01 5.328389948392121996e-03
2.346534653465346398e-01 -6.079481566659095506e+02 2.539126615169648630e+03 3.364625727979634329e-01 3.558657533462668554e-01 5.315926448054974530e-03
2.347434743474347552e-01 -6.077200445075474136e+02 2.529578042593292594e+03 3.364588295841113852e-01 3.554808154296096312e-01 5.303785073854462573e-03
2.348334833483348427e-01 -6.074927778311267730e+02 2.520337800698056071e+03 3.364550940875661866e-01 3.551020069074150576e-01 5.291955857908355564e-03
2.349234923492349303e-01 -6.072663294695541936e+02 2.511392992880934798e+03 3.364513661022432989e-01 3.547291363014438703e-01 5.280429106900291249e-03
2.350135013501350179e-01 -6.070406733867476987e+02 2.502731379836343422e+03 3.364476454827958207e-01 3.543620185392762356e-01 5.269195389215439347e-03
2.351035103510351054e-01 -6.068157846197832441e+02 2.494341350604542185e+03 3.364439321419496198e-01 3.540004746740328390e-01 5.258245522888712296e-03
2.351935193519351930e-01 -6.065916392235974399e+02 2.486211894632960593e+03 3.364402260478205897e-01 3.536443316180847285e-01 5.247570564330366304e-03
2.352835283528352806e-01 -6.063682142181796735e+02 2.478332574482425116e+03 3.364365272212256341e-01 3.532934218901599976e-01 5.237161797793070915e-03
2.353735373537353681e-01 -6.061454875381954253e+02 2.470693499226489166e+03 3.364328357329982033e-01 3.529475833752808711e-01 5.227010725545977281e-03
2.354635463546354557e-01 -6.059234379849424386e+02 2.463285298919323850e+03 3.364291517013103250e-01 3.526066590969402781e-01 5.217109058720708140e-03
2.355535553555355432e-01 -6.057020451805969969e+02 2.456099099577959805e+03 3.364254752890225020e-01 3.522704970009789549e-01 5.207448708795812779e-03
2.356435643564356308e-01 -6.054812895246494691e+02 2.449126499280087501e+03 3.364218067010488755e-01 3.519389497505863162e-01 5.198021779685675983e-03
2.357335733573357461e-01 -6.052611521524755744e+02 2.442359544797589479e+03 3.364181461817680741e-01 3.516118745319102290e-01 5.188820560402161546e-03
2.358235823582358337e-01 -6.050416148959554903e+02 2.435790709326207434e+03 3.364144940124597083e-01 3.512891328697272386e-01 5.179837518256437401e-03
2.359135913591359213e-01 -6.048226602460825916e+02 2.429412870732480769e+03 3.364108505088005407e-01 3.509705904526866371e-01 5.171065292570335009e-03
2.360036003600360088e-01 -6.046042713174667824e+02 2.423219290860874025e+03 3.364072160183984028e-01 3.506561169676106204e-01 5.162496688867283454e-03
2.360936093609360964e-01 -6.043864318146930827e+02 2.417203595443390896e+03 3.364035909183883954e-01 3.503455859424000618e-01 5.154124673513805870e-03
2.361836183618361840e-01 -6.041691260004373589e+02 2.411359754818322472e+03 3.363999756130915952e-01 3.500388745970602344e-01 5.145942368782538932e-03
2.362736273627362715e-01 -6.039523386652768977e+02 2.405682065566555139e+03 3.363963705317251085e-01 3.497358637024213235e-01 5.137943048310816135e-03
2.363636363636363591e-01 -6.037360550991500077e+02 2.400165132537631507e+03 3.363927761261944482e-01 3.494364374461209066e-01 5.130120132927251837e-03
2.364536453645364467e-01 -6.035202610643585786e+02 2.394803852040258789e+03 3.363891928689415334e-01 3.491404833054500001e-01 5.122467186822080715e-03
2.365436543654365342e-01 -6.033049427700943852e+02 2.389593395344365490e+03 3.363856212508757881e-01 3.488478919266609357e-01 5.114977914036076580e-03
2.366336633663366218e-01 -6.030900868483872728e+02 2.384529193069036410e+03 3.363820617793736312e-01 3.485585570103781894e-01 5.107646155245151344e-03
2.367236723672367371e-01 -6.028756803314404351e+02 2.379606920332259506e+03 3.363785149763543481e-01 3.482723752027502284e-01 5.100465884818223238e-03
2.368136813681368247e-01 -6.026617106302827551e+02 2.374822482220528400e+03 3.363749813764358998e-01 3.479892459920079784e-01 5.093431208126444724e-03
2.369036903690369122e-01 -6.024481655146796584e+02 2.370172000229032619e+03 3.363714615251681694e-01 3.477090716101127188e-01 5.086536359083960492e-03
2.369936993699369998e-01 -6.022350330942518895e+02 2.365651799155425579e+03 3.363679559773422034e-01 3.474317569391896510e-01 5.079775697899999859e-03
2.370837083708370874e-01 -6.020223018007449127e+02 2.361258394587735438e+03 3.363644652953850511e-01 3.471572094224524840e-01 5.073143709024122844e-03
2.371737173717371749e-01 -6.018099603713912984e+02 2.356988481014397621e+03 3.363609900478246595e-01 3.468853389793560837e-01 5.066634999266203185e-03
2.372637263726372625e-01 -6.015979978333325562e+02 2.352838920406339184e+03 3.363575308078419757e-01 3.466160579247200557e-01 5.060244296075154177e-03
2.373537353735373501e-01 -6.013864034890260655e+02 2.348806731459842922e+03 3.363540881518974346e-01 3.463492808915765719e-01 5.053966445959546215e-03
2.374437443744374376e-01 -6.011751669026085665e+02 2.344889079276826578e+03 3.363506626584321091e-01 3.460849247575170651e-01 5.047796413035373492e-03
2.375337533753375252e-01 -6.009642778871707378e+02 2.341083265504033534e+03 3.363472549066504613e-01 3.458229085743267928e-01 5.041729277686527420e-03
2.376237623762376128e-01 -6.007537264928774903e+02 2.337386719068936600e+03 3.363438654753712620e-01 3.455631535006998267e-01 5.035760235324034800e-03
2.377137713771377003e-01 -6.005435029959157873e+02 2.333796987404204174e+03 3.363404949419551149e-01 3.453055827378545550e-01 5.029884595232219507e-03
2.378037803780378157e-01 -6.003335978882204245e+02 2.330311727895708827e+03 3.363371438813032022e-01 3.450501214678667883e-01 5.024097779488524013e-03
2.378937893789379032e-01 -6.001240018679253581e+02 2.326928700043567915e+03 3.363338128649200343e-01 3.447966967945557126e-01 5.018395321946582388e-03
2.379837983798379908e-01 -5.999147058305238716e+02 2.323645757857652825e+03 3.363305024600484194e-01 3.445452376867743083e-01 5.012772867271560531e-03
2.380738073807380784e-01 -5.997057008606786894e+02 2.320460842773949480e+03 3.363272132288651628e-01 3.442956749239564074e-01 5.007226170018005788e-03
2.381638163816381659e-01 -5.994969782246631667e+02 2.317371976897145487e+03 3.363239457277371613e-01 3.440479410437858321e-01 5.001751093740978114e-03
2.382538253825382535e-01 -5.992885293633869424e+02 2.314377256643643705e+03 3.363207005065386723e-01 3.438019702918681531e-01 4.996343610131760531e-03
2.383438343834383411e-01 -5.990803458859855937e+02 2.311474846724530380e+03 3.363174781080252584e-01 3.435576985732864408e-01 4.990999798170169151e-03
2.384338433843384286e-01 -5.988724195639242680e+02 2.308662974496421157e+03 3.363142790672551952e-01 3.433150634059325412e-01 4.985715843286460565e-03
2.385238523852385162e-01 -5.986647423256030152e+02 2.305939924667034120e+03 3.363111039110693867e-01 3.430740038755252796e-01 4.980488036525501302e-03
2.386138613861386037e-01 -5.984573062514169806e+02 2.303304034339324062e+03 3.363079531576096404e-01 3.428344605922019062e-01 4.975312773707313459e-03
2.387038703870386913e-01 -5.982501035692638425e+02 2.300753688236144171e+03 3.363048273158877333e-01 3.425963756486318790e-01 4.970186554578547716e-03
2.387938793879388066e-01 -5.980431266504447194e+02 2.298287314441349281e+03 3.363017268853912833e-01 3.423596925795396873e-01 4.965105981949078512e-03
2.388838883888388942e-01 -5.978363680059535454e+02 2.295903380264000589e+03 3.362986523557296437e-01 3.421243563225924711e-01 4.960067760809584031e-03
2.389738973897389818e-01 -5.976298202831220578e+02 2.293600388397283950e+03 3.362956042063137141e-01 3.418903131805715589e-01 4.955068697425871367e-03
2.390639063906390693e-01 -5.974234762625908388e+02 2.291376873400157820e+03 3.362925829060657290e-01 3.416575107847711346e-01 4.950105698405865041e-03
2.391539153915391569e-01 -5.972173288555884483e+02 2.289231398517355046e+03 3.362895889131635174e-01 3.414258980595763493e-01 4.945175769736590010e-03
2.392439243924392445e-01 -5.970113711015009130e+02 2.287162552437331669e+03 3.362866226748027487e-01 3.411954251881552103e-01 4.940276015787491495e-03
2.393339333933393320e-01 -5.968055961656932595e+02 2.285168946675444658e+03 3.362836846269880442e-01 3.409660435792286615e-01 4.935403638278337834e-03
2.394239423942394196e-01 -5.965999973375814989e+02 2.283249212931259081e+03 3.362807751943392987e-01 3.407377058348763921e-01 4.930555935209296817e-03
2.395139513951395072e-01 -5.963945680289231177e+02 2.281402000700173176e+03 3.362778947899202064e-01 3.405103657193361277e-01 4.925730299751429099e-03
2.396039603960395947e-01 -5.961893017723065213e+02 2.279625975257683422e+03 3.362750438150767240e-01 3.402839781287583798e-01 4.920924219096453785e-03
2.396939693969396823e-01 -5.959841922198372686e+02 2.277919815470291724e+03 3.362722226592919639e-01 3.400584990618920611e-01 4.916135273264371497e-03
2.397839783978397699e-01 -5.957792331419713037e+02 2.276282212297533079e+03 3.362694317000456401e-01 3.398338855916652745e-01 4.911361133868762802e-03
2.398739873987398852e-01 -5.955744184265166723e+02 2.274711867054862068e+03 3.362666713026857823e-01 3.396100958376354617e-01 4.906599562838688186e-03
2.399639963996399727e-01 -5.953697420777534717e+02 2.273207490123024854e+03 3.362639418202997277e-01 3.393870889392844870e-01 4.901848411097834909e-03
2.400540054005400603e-01 -5.951651982156871554e+02 2.271767799607628149e+03 3.362612435935953270e-01 3.391648250301402823e-01 4.897105617200124897e-03
2.401440144014401479e-01 -5.949607810753957438e+02 2.270391520296407180e+03 3.362585769507762112e-01 3.389432652126975754e-01 4.892369205922968492e-03
2.402340234023402354e-01 -5.947564850064635493e+02 2.269077382832939293e+03 3.362559422074215543e-01 3.387223715341208252e-01 4.887637286818274224e-03
2.403240324032403230e-01 -5.945523044725061936e+02 2.267824122807379808e+03 3.362533396663605623e-01 3.385021069627152102e-01 4.882908052722426291e-03
2.404140414041404106e-01 -5.943482340507451909e+02 2.266630480157399234e+03 3.362507696175441874e-01 3.382824353651435190e-01 4.878179778225447474e-03
2.405040504050404981e-01 -5.941442684316432405e+02 2.265495198658339632e+03 3.362482323379126781e-01 3.380633214843841161e-01 4.873450818102300838e-03
2.405940594059405857e-01 -5.939404024185743083e+02 2.264417025560437651e+03 3.362457280912553026e-01 3.378447309183998382e-01 4.868719605705419499e-03
2.406840684068406733e-01 -5.937366309275341791e+02 2.263394711191485385e+03 3.362432571280650762e-01 3.376266300995209857e-01 4.863984651322168090e-03
2.407740774077407608e-01 -5.935329489868546489e+02 2.262427008968915743e+03 3.362408196853828302e-01 3.374089862745185409e-01 4.859244540497634907e-03
2.408640864086408762e-01 -5.933293517369498886e+02 2.261512675151951953e+03 3.362384159866358968e-01 3.371917674853632807e-01 4.854497932325395858e-03
2.409540954095409637e-01 -5.931258344300479166e+02 2.260650468925710356e+03 3.362360462414654694e-01 3.369749425506509133e-01 4.849743557707607636e-03
2.410441044104410513e-01 -5.929223924299219561e+02 2.259839152555034616e+03 3.362337106455453584e-01 3.367584810476954016e-01 4.844980217587203063e-03
2.411341134113411389e-01 -5.927190212116106522e+02 2.259077491526621543e+03 3.362314093803927539e-01 3.365423532952605545e-01 4.840206781154055178e-03
2.412241224122412264e-01 -5.925157163611131637e+02 2.258364254853545390e+03 3.362291426131673311e-01 3.363265303369417647e-01 4.835422184027593322e-03
2.413141314131413140e-01 -5.923124735750637910e+02 2.257698215331432493e+03 3.362269104964615285e-01 3.361109839251680276e-01 4.830625426418162782e-03
2.414041404140414016e-01 -5.921092886603616989e+02 2.257078150047170311e+03 3.362247131680842771e-01 3.358956865058246866e-01 4.825815571269872345e-03
2.414941494149414891e-01 -5.919061575337741488e+02 2.256502840790512892e+03 3.362225507508316280e-01 3.356806112034872447e-01 4.820991742386990589e-03
2.415841584158415767e-01 -5.917030762214931201e+02 2.255971074483773918e+03 3.362204233522556041e-01 3.354657318072505334e-01 4.816153122547611048e-03
2.416741674167416642e-01 -5.915000408586344065e+02 2.255481643899588562e+03 3.362183310644188405e-01 3.352510227571414148e-01 4.811298951605562021e-03
2.417641764176417518e-01 -5.912970476887024915e+02 2.255033348100594139e+03 3.362162739636508357e-01 3.350364591311172369e-01 4.806428524584927323e-03
2.418541854185418671e-01 -5.910940930629800505e+02 2.254624993173665189e+03 3.362142521102891024e-01 3.348220166326236202e-01 4.801541189769048881e-03
2.419441944194419547e-01 -5.908911734398778890e+02 2.254255392848484007e+03 3.362122655484255929e-01 3.346076715787105749e-01 4.796636346786783273e-03
2.420342034203420423e-01 -5.906882853842082568e+02 2.253923369200756952e+03 3.362103143056436871e-01 3.343934008886945697e-01 4.791713444699174582e-03
2.421242124212421298e-01 -5.904854255664090488e+02 2.253627753340352228e+03 3.362083983927558473e-01 3.341791820733527874e-01 4.786771980088817824e-03
2.422142214221422174e-01 -5.902825907616951326e+02 2.253367386123122287e+03 3.362065178035403279e-01 3.339649932246413488e-01 4.781811495155042363e-03
2.423042304230423050e-01 -5.900797778491473764e+02 2.253141118929906952e+03 3.362046725144771098e-01 3.337508130059278488e-01 4.776831575817892979e-03
2.423942394239423925e-01 -5.898769838107288024e+02 2.252947814342954644e+03 3.362028624844881630e-01 3.335366206427084479e-01 4.771831849832435142e-03
2.424842484248424801e-01 -5.896742057302501507e+02 2.252786346965806388e+03 3.362010876546832061e-01 3.333223959138390535e-01 4.766811984918268609e-03
2.425742574257425677e-01 -5.894714407922499504e+02 2.252655604078234774e+03 3.361993479481029112e-01 3.331081191432139210e-01 4.761771686904382912e-03
2.426642664266426552e-01 -5.892686862808282058e+02 2.252554486377185185e+03 3.361976432694811501e-01 3.328937711919294773e-01 4.756710697894051508e-03
2.427542754275427428e-01 -5.890659395783958416e+02 2.252481908708443825e+03 3.361959735050061848e-01 3.326793334508842404e-01 4.751628794451278996e-03
2.428442844284428304e-01 -5.888631981643702602e+02 2.252436800838421277e+03 3.361943385220942382e-01 3.324647878338206075e-01 4.746525785811518856e-03
2.429342934293429457e-01 -5.886604596138157603e+02 2.252418107956152198e+03 3.361927381691806049e-01 3.322501167708000192e-01 4.741401512119495371e-03
2.430243024302430332e-01 -5.884577215960050580e+02 2.252424791544561231e+03 3.361911722755158705e-01 3.320353032020745832e-01 4.736255842695957265e-03
2.431143114311431208e-01 -5.882549818729403341e+02 2.252455829846960569e+03 3.361896406509858881e-01 3.318203305723715912e-01 4.731088674336384955e-03
2.432043204320432084e-01 -5.880522382978080032e+02 2.252510218581382105e+03 3.361881430859401942e-01 3.316051828255556222e-01 4.725899929643386128e-03
2.432943294329432959e-01 -5.878494888133864151e+02 2.252586971412703861e+03 3.361866793510465690e-01 3.313898443996670107e-01 4.720689555395164889e-03
2.433843384338433835e-01 -5.876467314503967145e+02 2.252685120612261017e+03 3.361852491971623613e-01 3.311743002223146437e-01 4.715457520952386419e-03
2.434743474347434711e-01 -5.874439643258158412e+02 2.252803717454252819e+03 3.361838523552260205e-01 3.309585357064185329e-01 4.710203816704999248e-03
2.435643564356435586e-01 -5.872411856411407598e+02 2.252941832695675203e+03 3.361824885361753834e-01 3.307425367462815680e-01 4.704928452561563459e-03
2.436543654365436462e-01 -5.870383936806108522e+02 2.253098557059935047e+03 3.361811574308856687e-01 3.305262897139767952e-01 4.699631456482295661e-03
2.437443744374437338e-01 -5.868355868094037078e+02 2.253273001514453881e+03 3.361798587101382796e-01 3.303097814560460033e-01 4.694312873058032083e-03
2.438343834383438213e-01 -5.866327634717906676e+02 2.253464297621365404e+03 3.361785920246138093e-01 3.300929992904823584e-01 4.688972762136736118e-03
2.439243924392439367e-01 -5.864299221892642890e+02 2.253671597940386164e+03 3.361773570049109705e-01 3.298759310039903192e-01 4.683611197498578106e-03
2.440144014401440242e-01 -5.862270615586579652e+02 2.253894076035855960e+03 3.361761532616034942e-01 3.296585648495155008e-01 4.678228265581857274e-03
2.441044104410441118e-01 -5.860241802502239352e+02 2.254130926856818405e+03 3.361749803853135710e-01 3.294408895440174012e-01 4.672824064260424140e-03
2.441944194419441994e-01 -5.858212770057172065e+02 2.254381366747333232e+03 3.361738379468288684e-01 3.292228942664822688e-01 4.667398701673896623e-03
2.442844284428442869e-01 -5.856183506364612867e+02 2.254644633564927972e+03 3.361727254972461387e-01 3.290045686561582361e-01 4.661952295112234586e-03
2.443744374437443745e-01 -5.854154000214076632e+02 2.254919986712666287e+03 3.361716425681448017e-01 3.287859028110017845e-01 4.656484969955145513e-03
2.444644464446444621e-01 -5.852124241052064235e+02 2.255206707039497360e+03 3.361705886717983316e-01 3.285668872863207746e-01 4.650996858667468849e-03
2.445544554455445496e-01 -5.850094218962653940e+02 2.255504096868458419e+03 3.361695633014153417e-01 3.283475130935983866e-01 4.645488099851062883e-03
2.446444644464446372e-01 -5.848063924648351986e+02 2.255811479771800805e+03 3.361685659314161967e-01 3.281277716994961957e-01 4.639958837354208124e-03
2.447344734473447248e-01 -5.846033349410990922e+02 2.256128200415053016e+03 3.361675960177424871e-01 3.279076550250034083e-01 4.634409219438606099e-03
2.448244824482448123e-01 -5.844002485132906486e+02 2.256453624261841469e+03 3.361666529982009211e-01 3.276871554447467472e-01 4.628839398004850475e-03
2.449144914491449276e-01 -5.841971324258225877e+02 2.256787137390554562e+03 3.361657362928399118e-01 3.274662657864209625e-01 4.623249527876040037e-03
2.450045004500450152e-01 -5.839939859774593742e+02 2.257128146043127344e+03 3.361648453043586393e-01 3.272449793303476295e-01 4.617639766140315023e-03
2.450945094509451028e-01 -5.837908085195157355e+02 2.257476076249372454e+03 3.361639794185543595e-01 3.270232898091442464e-01 4.612010271551965530e-03
2.451845184518451903e-01 -5.835875994540911051e+02 2.257830373414152291e+03 3.361631380047935269e-01 3.268011914074842039e-01 4.606361203991124996e-03
2.452745274527452779e-01 -5.833843582323555665e+02 2.258190501772771313e+03 3.361623204165241074e-01 3.265786787619517906e-01 4.600692723981973306e-03
2.453645364536453655e-01 -5.831810843528660371e+02 2.258555943937628399e+03 3.361615259918112608e-01 3.263557469609599249e-01 4.595004992268914359e-03
2.454545454545454530e-01 -5.829777773599527109e+02 2.258926200223620526e+03 3.361607540539096606e-01 3.261323915447437716e-01 4.589298169450488699e-03
